PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,23.03634476661682,2028.391,2031,0.9987154111275234
2,13.86305832862854,1229.6329999999998,1210,1.0162256198347106
3,11.593580484390259,1033.9870000000003,995,1.0391829145728646
4,19.860357522964478,1768.9020000000005,1726,1.0248563151796064
5,14.18353796005249,1265.7479999999998,1236,1.0240679611650485
6,18.768900394439697,1671.8969999999983,1605,1.0416803738317746
7,14.853497743606567,1320.46,1272,1.0380974842767297
8,17.75355839729309,1583.6739999999995,1534,1.0323820078226855
9,14.581311464309692,1297.5200000000002,1244,1.0430225080385853
10,14.062687873840332,1252.5040000000004,1194,1.0489983249581243
11,25.745994091033936,2298.250999999998,2186,1.051349954254345
12,13.391407012939453,1197.2279999999992,1140,1.0501999999999994
13,12.393462657928467,1097.581,1068,1.0276975655430711
14,17.345700979232788,1550.243,1482,1.0460479082321188
15,12.937334299087524,1151.421,1100,1.0467463636363636
16,21.069822788238525,1879.7029999999997,1796,1.0466052338530065
17,14.774452209472656,1319.4550000000002,1259,1.0480182684670374
18,12.787210941314697,1129.5849999999996,1100,1.026895454545454
19,17.362074613571167,1551.597,1502,1.033020639147803
20,12.635582447052002,1117.6329999999998,1092,1.0234734432234431
21,16.887572765350342,1506.0480000000002,1456,1.0343736263736265
22,17.452266216278076,1548.7400000000002,1513,1.0236219431592863
23,10.096755266189575,901.5829999999997,867,1.0398881199538637
24,13.959649801254272,1239.9700000000003,1212,1.0230775577557758
25,18.48090648651123,1648.0380000000005,1589,1.0371541850220267
26,15.84842824935913,1405.8120000000008,1362,1.032167400881058
27,11.60003113746643,1033.3410000000001,1007,1.0261578947368422
28,13.486900329589844,1198.325,1161,1.0321490094745909
29,17.326898097991943,1539.4210000000012,1488,1.0345571236559148
30,17.5531005859375,1563.986,1509,1.0364387011265739
31,14.62220025062561,1297.3719999999998,1253,1.0354126097366319
32,15.585938453674316,1387.7099999999996,1341,1.0348322147651003
33,16.645298719406128,1483.7030000000002,1445,1.0267840830449828
34,12.640654802322388,1120.0819999999997,1091,1.026656278643446
35,13.781922340393066,1220.8480000000002,1175,1.0390195744680852
36,18.142804622650146,1615.9570000000003,1550,1.0425529032258067
37,14.767124891281128,1320.5710000000001,1268,1.0414597791798108
38,35.24457883834839,3141.1099999999988,3011,1.043211557622052
39,12.437473058700562,1108.932,1088,1.0192389705882352
40,16.766061305999756,1492.8580000000004,1438,1.0381488178025038
41,13.625497579574585,1206.6569999999995,1166,1.0348687821612346
42,19.099308252334595,1704.7319999999995,1634,1.0432876376988982
43,13.652420043945312,1218.5720000000001,1180,1.0326881355932205
44,15.097453117370605,1339.7949999999996,1292,1.0369930340557272
45,16.03925085067749,1431.1649999999997,1378,1.0385812772133525
46,22.982614278793335,2043.13,2007,1.0180019930244146
47,17.327120065689087,1551.3190000000004,1489,1.0418529214237746
48,15.717593669891357,1404.0590000000002,1372,1.0233666180758019
49,13.10600996017456,1162.496,1145,1.0152803493449782
50,12.181932926177979,1089.9489999999998,1054,1.0341072106261857
