PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,15.317834854125977,1431.8710000000003,1915,0.7477133159268932
2,35.0895516872406,3358.908999999998,3830,0.8769997389033937
3,11.53287935256958,1102.9259999999992,1488,0.7412137096774188
4,8.755483388900757,838.815,1141,0.7351577563540754
5,18.520318508148193,1775.1909999999996,2227,0.7971221374045799
6,28.896547555923462,2770.4129999999977,3223,0.8595758609990685
7,10.605509042739868,1017.9609999999998,1386,0.7344595959595958
8,19.715254545211792,1892.8890000000006,2362,0.8013924640135481
9,15.962578773498535,1532.5759999999989,1940,0.7899876288659788
10,10.777353048324585,1042.6469999999997,1370,0.7610562043795618
11,20.666682720184326,1988.108000000001,2451,0.8111415748674015
12,9.22339677810669,883.3950000000006,1205,0.7331078838174279
13,21.102967500686646,2025.2490000000003,2474,0.8186131770412289
14,17.558714389801025,1690.8429999999994,2115,0.7994529550827421
15,25.425047159194946,2444.471999999999,2893,0.8449609402004835
16,23.26685070991516,2228.262999999998,2728,0.8168119501466269
17,25.5565128326416,2458.5040000000004,2951,0.8331087766858694
18,17.737722873687744,1700.4860000000003,2167,0.7847189663128751
19,10.871018886566162,1040.9509999999996,1389,0.7494247660187182
20,26.98943328857422,2590.774999999999,3053,0.8485997379626594
21,13.175073385238647,1269.5599999999995,1651,0.7689642640823741
22,24.733047246932983,2371.704999999999,2866,0.8275314026517792
23,28.72952437400818,2758.2959999999994,3244,0.850276202219482
24,23.204972982406616,2231.359,2723,0.8194487697392582
25,7.614495515823364,728.718,1015,0.7179487684729063
26,22.555317878723145,2158.5600000000018,2660,0.8114887218045119
27,8.177311420440674,791.4710000000001,1072,0.7383125000000001
28,2.3378593921661377,223.74700000000004,322,0.6948664596273293
29,27.905455827713013,2674.1619999999975,3178,0.8414606670862169
30,19.520240783691406,1869.8400000000001,2329,0.8028510090167454
31,11.514627695083618,1091.3829999999998,1460,0.7475226027397259
32,4.9390869140625,479.55099999999993,670,0.7157477611940297
33,10.485548257827759,1005.3829999999999,1353,0.7430768662232077
34,17.805283069610596,1701.344,2168,0.7847527675276753
35,7.248427152633667,695.1299999999999,967,0.7188521199586348
36,23.117294311523438,2217.627999999999,2701,0.8210396149574227
37,21.833942651748657,2096.884000000002,2582,0.8121161890007753
38,10.73326325416565,1028.717,1370,0.7508883211678833
39,16.210294723510742,1558.6509999999994,1976,0.7887909919028337
40,23.091094255447388,2217.2310000000007,2705,0.8196787430683922
41,16.370814085006714,1569.895,2014,0.7794910625620656
42,9.78446912765503,935.8029999999999,1275,0.7339631372549019
43,19.705933809280396,1895.7240000000004,2363,0.8022530681337284
44,16.939621686935425,1629.6479999999995,2068,0.7880309477756283
45,15.490509986877441,1484.6069999999993,1914,0.7756567398119119
46,12.731332778930664,1223.2099999999998,1594,0.767383939774153
47,21.063777446746826,2027.2850000000003,2479,0.8177833803953208
48,9.931419134140015,956.7710000000006,1271,0.7527702596380808
49,16.69959259033203,1605.2160000000001,2022,0.7938753709198814
50,20.955689430236816,2013.415000000001,2448,0.8224734477124187
