PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,2.1627345085144043,380.5320000000001,567,0.6711322751322752
2,1.698655128479004,419.928,433,0.969810623556582
3,1.7015759944915771,407.096,429,0.9489417249417249
4,1.9932961463928223,460.99399999999997,445,1.0359415730337078
5,2.088357448577881,488.34,464,1.052456896551724
6,1.5151176452636719,326.736,317,1.0307129337539431
7,1.7766516208648682,405.70500000000004,389,1.0429434447300772
8,1.814077377319336,406.096,398,1.0203417085427136
9,2.2592241764068604,539.9559999999999,515,1.0484582524271844
10,2.468113899230957,561.4649999999999,551,1.0189927404718693
11,1.8024015426635742,404.77700000000004,380,1.0652026315789476
12,1.954528570175171,474.45799999999997,478,0.9925899581589958
13,1.714224100112915,408.423,447,0.9136979865771813
14,1.9781959056854248,469.277,507,0.9255956607495068
15,2.193166494369507,539.6980000000001,576,0.9369756944444446
16,2.136958360671997,498.123,557,0.8942962298025134
17,1.6728272438049316,410.87800000000004,419,0.9806157517899763
18,1.2549664974212646,280.832,307,0.9147622149837134
19,1.7106666564941406,419.899,434,0.9675092165898618
20,2.341831922531128,560.285,612,0.9154983660130719
21,2.4154810905456543,560.734,553,1.0139855334538879
22,2.977104425430298,685.8930000000001,707,0.9701456859971713
23,2.469118356704712,566.091,556,1.0181492805755397
24,2.897778272628784,696.3929999999999,672,1.0362991071428571
25,1.7625291347503662,392.87399999999997,366,1.0734262295081967
26,2.071671724319458,466.32500000000005,459,1.015958605664488
27,1.8118112087249756,403.8980000000001,413,0.9779612590799034
28,2.1708428859710693,546.987,568,0.9630052816901408
29,1.7029407024383545,397.736,432,0.9206851851851852
30,2.1253116130828857,502.51300000000003,562,0.8941512455516015
31,2.1004605293273926,506.94599999999997,551,0.9200471869328493
32,1.967301845550537,468.49200000000013,502,0.9332509960159365
33,1.7103872299194336,410.974,438,0.938296803652968
34,2.1605634689331055,504.877,572,0.8826520979020979
35,1.506920337677002,353.05199999999996,374,0.9439893048128342
36,2.5307583808898926,610.9820000000001,680,0.8985029411764707
37,1.5974323749542236,381.078,399,0.9550827067669172
38,1.5527396202087402,375.569,387,0.9704625322997417
39,1.6021838188171387,372.48900000000003,403,0.9242903225806453
40,1.8484044075012207,435.897,477,0.9138301886792453
41,1.768808126449585,403.923,451,0.8956164079822616
42,1.1911182403564453,282.254,274,1.030124087591241
43,1.701866865158081,406.78499999999997,425,0.9571411764705882
44,1.5062143802642822,348.76800000000003,384,0.9082500000000001
45,1.5622897148132324,381.25700000000006,387,0.9851602067183464
46,1.8541576862335205,430.54100000000005,472,0.9121631355932205
47,1.5218546390533447,338.931,375,0.903816
48,2.187124729156494,546.0770000000001,571,0.9563520140105081
49,1.614701509475708,361.75,395,0.9158227848101266
50,2.309424877166748,569.758,612,0.9309771241830066
