PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,15.337112665176392,2364.655,824,2.8697269417475733
2,14.642337799072266,2336.6780000000003,790,2.957820253164557
3,13.014363765716553,2059.568,700,2.9422400000000004
4,21.50879955291748,3431.9019999999987,1159,2.9610888697152706
5,11.971188306808472,1889.517,645,2.9294837209302327
6,11.86390209197998,1880.0799999999995,639,2.942222222222221
7,9.967451810836792,1585.6919999999998,536,2.958380597014925
8,11.295115947723389,1787.3530000000005,608,2.9397253289473695
9,20.340171575546265,3244.1079999999974,1094,2.9653638025594127
10,15.123146057128906,2394.685,814,2.9418734643734643
11,8.979406595230103,1433.6719999999998,482,2.9744232365145225
12,14.586188793182373,2313.7610000000004,787,2.939975857687421
13,11.735959529876709,1873.9589999999998,630,2.974538095238095
14,13.598950386047363,2142.5780000000004,733,2.923025920873125
15,13.814207792282104,2197.1219999999994,745,2.949157046979865
16,22.82456874847412,3639.5139999999988,1227,2.9661890790546037
17,12.364712953567505,1953.5530000000012,664,2.942097891566267
18,9.69998288154602,1540.8549999999998,521,2.957495201535508
19,14.576247692108154,2317.4869999999996,786,2.948456743002544
20,13.501847267150879,2148.6299999999987,728,2.9514148351648335
21,16.765681743621826,2651.379,901,2.9427069922308546
22,19.042341470718384,3036.800999999998,1026,2.9598450292397644
23,14.794621229171753,2335.6400000000003,797,2.9305395232120457
24,16.68767738342285,2630.67,896,2.936015625
25,15.110842227935791,2383.8599999999997,814,2.928574938574938
26,8.993213176727295,1435.3729999999998,484,2.965646694214876
27,14.226254224777222,2246.5450000000005,766,2.932826370757181
28,16.245699882507324,2594.817,873,2.972298969072165
29,15.057200193405151,2397.4839999999995,812,2.9525665024630534
30,15.092987775802612,2397.002000000001,814,2.944719901719903
31,17.861785888671875,2840.4539999999997,963,2.949588785046729
32,15.88602614402771,2523.617999999999,854,2.955056206088992
33,16.490522623062134,2609.8999999999996,888,2.9390765765765763
34,18.478496313095093,2931.0620000000013,995,2.9457909547738708
35,14.400828123092651,2298.4040000000005,776,2.9618608247422684
36,21.668184280395508,3445.726,1167,2.952635818337618
37,12.237282037734985,1935.5690000000002,660,2.9326803030303035
38,10.378080368041992,1649.7410000000002,559,2.9512361359570667
39,18.808144092559814,2990.0999999999985,1012,2.954644268774702
40,16.409482717514038,2612.4350000000004,884,2.955243212669684
41,10.975377082824707,1745.3269999999998,591,2.9531759729272418
42,10.811574935913086,1704.651,583,2.9239296740994853
43,17.475306034088135,2784.752,943,2.9530774125132555
44,13.138320684432983,2082.799,707,2.945967468175389
45,15.524837017059326,2463.051999999999,835,2.949762874251496
46,12.826382875442505,2047.3080000000002,690,2.9671130434782613
47,10.818958282470703,1725.5749999999998,582,2.964905498281787
48,13.674856662750244,2161.990999999999,736,2.937487771739129
49,11.61857271194458,1834.9339999999993,625,2.9358943999999987
50,11.792959928512573,1879.4599999999996,635,2.9597795275590544
