PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,16.907034635543823,2234.4399999999996,901,2.4799556048834623
2,14.835296630859375,2029.5269999999998,793,2.5593026481715
3,13.580305814743042,1842.3079999999993,724,2.544624309392264
4,20.457112073898315,2782.9069999999997,1088,2.5578189338235293
5,14.633224248886108,1989.983,780,2.551260256410256
6,11.632498979568481,1594.5730000000005,619,2.5760468497576747
7,8.166466474533081,1101.1820000000002,434,2.537285714285715
8,16.265243768692017,2227.418,868,2.5661497695852535
9,18.40576481819153,2508.2490000000016,980,2.5594377551020426
10,16.279731512069702,2223.063,866,2.5670473441108546
11,19.4332332611084,2651.9390000000003,1033,2.5672207163601164
12,15.128786563873291,2056.8180000000007,804,2.558231343283583
13,12.858161926269531,1757.4889999999998,686,2.561937317784256
14,14.869088888168335,2021.462,792,2.55235101010101
15,18.153478145599365,2475.2410000000013,964,2.5676773858921176
16,20.525137662887573,2797.936000000002,1090,2.566913761467892
17,13.186673641204834,1787.0679999999998,702,2.545680911680911
18,12.108786344528198,1649.942,646,2.554089783281734
19,14.521960973739624,1990.5729999999996,773,2.5751267787839582
20,12.61060905456543,1714.1099999999994,670,2.5583731343283573
21,16.84154224395752,2294.2360000000003,896,2.5605312500000004
22,19.19400978088379,2617.237,1021,2.563405484818805
23,14.897985696792603,2023.4460000000006,794,2.5484206549118396
24,15.772983312606812,2149.629999999999,840,2.5590833333333323
25,22.957390546798706,3123.347000000001,1223,2.553840556009813
26,10.434009790420532,1434.2939999999996,556,2.5796654676258988
27,15.007590055465698,2039.1490000000006,800,2.5489362500000006
28,15.525364398956299,2114.653999999999,828,2.55392995169082
29,15.656585693359375,2135.074999999999,835,2.5569760479041905
30,13.455286502838135,1846.7660000000003,718,2.572097493036212
31,16.581196784973145,2254.4140000000007,884,2.5502420814479647
32,12.574971675872803,1718.8890000000004,672,2.557870535714286
33,13.879717350006104,1895.8759999999995,740,2.561994594594594
34,15.429648876190186,2094.0820000000003,824,2.5413616504854373
35,16.890459299087524,2296.519,901,2.548855715871254
36,19.3955237865448,2638.516000000001,1034,2.5517562862669254
37,15.998976230621338,2190.243,854,2.5646873536299766
38,9.521249055862427,1300.4299999999996,507,2.564950690335305
39,17.26370930671692,2345.4890000000005,920,2.549444565217392
40,13.136456966400146,1791.3450000000005,700,2.5590642857142862
41,12.974408388137817,1772.4979999999998,692,2.5614132947976875
42,12.487924575805664,1697.269999999999,667,2.5446326836581696
43,18.391425848007202,2509.831,979,2.563668028600613
44,13.245686769485474,1803.7250000000001,706,2.5548512747875356
45,15.754296064376831,2148.580000000001,841,2.5547919143876348
46,17.69088053703308,2399.346,943,2.5443753976670203
47,12.315635681152344,1683.7000000000003,655,2.5705343511450387
48,13.187148332595825,1788.0870000000002,703,2.5435092460881936
49,11.331130266189575,1541.7329999999993,604,2.5525380794701973
50,12.7983238697052,1739.171,683,2.546370424597365
