PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,4.837747097015381,1246.795,1383,0.9015148228488793
2,1.899684190750122,469.37000000000006,480,0.9778541666666668
3,2.266660213470459,620.336,624,0.9941282051282051
4,2.75150203704834,768.1460000000001,774,0.99243669250646
5,2.953310251235962,825.822,822,1.0046496350364964
6,3.758100986480713,1050.012,1092,0.9615494505494505
7,3.217470169067383,900.9190000000001,896,1.005489955357143
8,2.776951551437378,754.5249999999999,788,0.9575190355329948
9,3.1155636310577393,876.4889999999999,887,0.9881499436302141
10,2.094332218170166,562.5740000000001,548,1.026594890510949
11,4.244879961013794,1217.785,1256,0.9695740445859873
12,2.6231017112731934,705.8930000000001,724,0.9749903314917129
13,2.5691440105438232,722.619,717,1.007836820083682
14,2.9593114852905273,824.397,830,0.9932493975903615
15,2.8968191146850586,776.38,801,0.9692634207240949
16,2.8260138034820557,803.157,788,1.019234771573604
17,3.6131398677825928,1001.5569999999999,1033,0.9695614714424007
18,2.8532145023345947,797.3820000000002,808,0.9868589108910893
19,3.5547499656677246,983.3740000000003,1017,0.9669360865290071
20,1.9734816551208496,532.7070000000001,507,1.0507041420118346
21,3.9857728481292725,1137.4900000000002,1129,1.0075199291408328
22,2.7228827476501465,749.4939999999998,753,0.9953439575033198
23,2.435518264770508,674.2100000000002,658,1.0246352583586629
24,2.5459086894989014,670.5010000000001,693,0.9675339105339107
25,2.701249599456787,772.4710000000001,754,1.0244973474801062
26,2.858266592025757,793.914,815,0.9741276073619631
27,2.058946132659912,566.8240000000001,537,1.0555381750465551
28,2.4827866554260254,668.8220000000001,678,0.986463126843658
29,4.0439064502716064,1133.555,1147,0.988278116826504
30,3.834059953689575,1068.558,1103,0.9687742520398912
31,1.8619651794433594,499.84300000000013,476,1.050090336134454
32,2.9782190322875977,836.711,840,0.9960845238095238
33,2.644118070602417,715.746,742,0.9646172506738544
34,2.7092769145965576,758.3180000000001,747,1.0151512717536815
35,2.4714365005493164,673.3070000000001,678,0.9930781710914456
36,2.750878095626831,752.303,773,0.9732250970245796
37,2.979353189468384,835.264,834,1.001515587529976
38,4.323944091796875,1217.643,1290,0.9439093023255815
39,2.3578662872314453,644.6360000000001,643,1.0025443234836704
40,3.3286378383636475,948.8600000000002,957,0.9914942528735635
41,2.8957581520080566,790.357,813,0.9721488314883149
42,2.4163146018981934,691.447,666,1.0382087087087086
43,2.557413101196289,671.2970000000001,713,0.9415105189340816
44,2.9823617935180664,842.7650000000001,821,1.026510353227771
45,2.722160577774048,761.4150000000001,762,0.999232283464567
46,4.176424264907837,1166.847,1215,0.9603679012345678
47,3.2391855716705322,919.3670000000002,918,1.0014891067538128
48,2.697444438934326,752.3750000000001,746,1.0085455764075069
49,2.284947395324707,590.502,603,0.979273631840796
50,2.2289247512817383,616.356,597,1.0324221105527638
