PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,21.685990810394287,2519.300999999999,2894,0.8705255701451275
2,5.676570415496826,657.8759999999999,809,0.8131965389369591
3,4.58833122253418,534.5060000000001,695,0.7690733812949642
4,10.635206699371338,1258.938,1589,0.7922831969792323
5,11.212888956069946,1311.1290000000006,1648,0.7955879854368936
6,15.538946866989136,1807.0190000000005,2233,0.8092337662337664
7,12.634669780731201,1482.3710000000005,1851,0.8008487304159917
8,3.104566812515259,362.809,458,0.7921593886462883
9,4.767507314682007,570.1769999999999,757,0.7532060766182297
10,14.094290256500244,1659.1240000000003,2083,0.7965069611137783
11,5.7509424686431885,677.012,870,0.7781747126436781
12,6.6842474937438965,789.2429999999999,1045,0.7552564593301435
13,16.126546382904053,1882.8079999999998,2343,0.8035885616730686
14,22.04577112197876,2554.9959999999996,3014,0.8477093563370934
15,4.88389253616333,557.7840000000001,708,0.7878305084745765
16,6.25468111038208,747.8790000000001,996,0.750882530120482
17,4.583775281906128,534.226,717,0.7450850767085077
18,11.339551448822021,1348.946,1729,0.7801885482938113
19,7.2739174365997314,856.0880000000001,1117,0.7664171888988363
20,5.34421181678772,621.5000000000001,837,0.7425328554360814
21,27.906342029571533,3283.9109999999996,3751,0.875476139696081
22,7.27216911315918,842.5520000000002,1060,0.7948603773584908
23,5.816038370132446,684.357,911,0.7512151481888035
24,8.639332056045532,1014.8009999999997,1348,0.7528197329376852
25,14.979647874832153,1745.9410000000003,2207,0.7910924331671954
26,5.856122732162476,671.497,889,0.7553397075365579
27,1.6388072967529297,191.594,242,0.7917107438016528
28,7.224936246871948,853.9780000000004,1149,0.7432358572671892
29,6.441030979156494,759.1650000000001,1012,0.7501630434782609
30,7.966814279556274,937.6289999999996,1243,0.7543274336283182
31,8.664858102798462,1027.424,1347,0.7627498144023757
32,8.950718402862549,1055.356,1382,0.763643994211288
33,14.388370990753174,1683.543,2132,0.789654315196998
34,7.50689435005188,870.2090000000001,1151,0.7560460469157255
35,6.187144994735718,731.164,977,0.7483766632548619
36,3.1674294471740723,369.32999999999987,497,0.7431187122736416
37,13.063442945480347,1544.8090000000004,1982,0.7794192734611506
38,16.956201553344727,1977.9899999999998,2455,0.8056985743380854
39,8.217871189117432,956.6959999999998,1255,0.7623075697211154
40,28.397496700286865,3322.7799999999997,3816,0.8707494758909853
41,5.536343812942505,629.675,794,0.7930415617128463
42,11.684714555740356,1374.9319999999998,1786,0.7698387458006718
43,13.185015678405762,1551.0509999999997,1965,0.7893389312977098
44,4.7400641441345215,556.433,720,0.7728236111111111
45,2.497175455093384,294.818,393,0.7501730279898219
46,5.0912909507751465,600.1530000000001,828,0.7248224637681161
47,6.507279872894287,766.6279999999999,1031,0.7435771096023278
48,9.186245203018188,1088.952,1425,0.7641768421052632
49,6.322239637374878,738.5770000000001,987,0.7483049645390072
50,7.3832337856292725,862.2740000000001,1158,0.744623488773748
