PromptIndex,Latency(s),Energy(J),Tokens,EnergyPerToken
1,28.409111499786377,3281.952999999997,1492,2.19970040214477
2,30.394341945648193,3544.0899999999997,1586,2.234609079445145
3,34.00765872001648,3987.7629999999963,1769,2.254247032221592
4,46.61182379722595,5450.490000000007,2414,2.257866611433309
5,31.28182554244995,3655.7140000000004,1626,2.248286592865929
6,38.9154736995697,4556.137,2019,2.256630510153541
7,18.728742122650146,2198.9019999999996,975,2.255284102564102
8,26.259555101394653,3067.3089999999975,1369,2.240547114682248
9,34.09853005409241,4003.162999999998,1775,2.2553030985915483
10,29.15526556968689,3408.916999999998,1516,2.248625989445909
11,30.780766248703003,3609.388000000002,1605,2.2488398753894097
12,27.695323705673218,3246.455000000002,1445,2.2466816608996556
13,26.65171217918396,3113.5009999999984,1390,2.239928776978416
14,26.99082636833191,3162.966000000003,1408,2.246424715909093
15,30.209173440933228,3535.629,1575,2.2448438095238097
16,45.85089468955994,5367.968999999997,2383,2.2526097356273596
17,27.22319006919861,3191.3799999999987,1419,2.249034531360112
18,30.172536373138428,3533.2600000000007,1575,2.243339682539683
19,28.298365831375122,3306.004999999998,1475,2.241359322033897
20,27.202100038528442,3187.840999999999,1420,2.2449584507042246
21,39.992395877838135,4686.245999999999,2081,2.251920230658337
22,39.03055024147034,4566.804000000003,2030,2.2496571428571444
23,27.467345476150513,3215.9409999999993,1431,2.24733822501747
24,35.97274374961853,4205.267999999999,1870,2.248806417112299
25,52.66413688659668,6173.770999999995,2729,2.26228325393917
26,28.06238102912903,3279.9249999999984,1466,2.2373294679399716
27,25.337258338928223,2962.8979999999997,1321,2.242920514761544
28,35.20666480064392,4116.041999999999,1832,2.246747816593886
29,27.713367700576782,3247.862999999999,1444,2.2492126038781155
30,33.93210220336914,3968.042000000002,1771,2.2405657820440443
31,32.78397250175476,3835.3759999999993,1706,2.2481688159437274
32,35.16149067878723,4122.897999999997,1829,2.254181519956259
33,32.555439949035645,3802.9949999999994,1694,2.244979338842975
34,29.003292322158813,3388.6099999999974,1512,2.241144179894178
35,32.51530575752258,3807.8140000000008,1696,2.2451733490566044
36,37.929712772369385,4450.659,1975,2.2534982278481013
37,37.55992150306702,4401.663999999998,1953,2.2537962109575003
38,24.387603044509888,2854.8589999999995,1274,2.240862637362637
39,51.95197868347168,6077.160999999996,2691,2.2583281308063903
40,31.00553607940674,3626.2139999999995,1617,2.242556586270872
41,26.67126703262329,3130.813000000003,1390,2.252383453237412
42,27.729636907577515,3250.3830000000007,1451,2.240098552722261
43,31.280359745025635,3650.382,1632,2.236753676470588
44,27.870394945144653,3251.3920000000007,1454,2.236170563961486
45,30.74949622154236,3601.4860000000003,1605,2.243916510903427
46,34.05463719367981,3985.5159999999973,1775,2.245361126760562
47,34.506304025650024,4044.004,1795,2.2529270194986073
48,33.63651728630066,3938.432,1751,2.2492472872644202
49,27.598520755767822,3232.0319999999997,1438,2.247588317107093
50,33.64139008522034,3936.757000000001,1749,2.2508616352201263
